Post Office Name,ÊPincode,Districts Name,City Name,State,
Makrana,Ê341505,Nagaur,Makrana,Rajasthan,
Makrana Industrial Area,Ê341505,Nagaur,Makrana,Rajasthan,
Makrana S B,Ê341505,Nagaur,Makrana,Rajasthan,
Malakhera,Ê301406,Alwar,Alwar,Rajasthan,
Malar,Ê341313,Nagaur,Nagaur,Rajasthan,
Malarna Chour,Ê322030,Swaimadhopur,Swaimadhopur,Rajasthan,
Malarna Doongar,Ê322028,Swaimadhopur,Swaimadhopur,Rajasthan,
Malarna R S,Ê322023,Swaimadhopur,Swaimadhopur,Rajasthan,
Malikpur,Ê332408,Sikar,Sikar,Rajasthan,
Malkhera,Ê335514,Ganganagar,Ganganagar,Rajasthan,
Malpura,Ê304502,Tonk,Malpura,Rajasthan,
Malpura Bazar,Ê304502,Tonk,Malpura,Rajasthan,
Malsisar,Ê331028,JhunJhunu,JhunJhunu,Rajasthan,
Malviya Industrial Area,Ê302017,Jaipur,Jaipur,Rajasthan,
Malviya Nagar,Ê302017,Jaipur,Jaipur,Rajasthan,
Malwara,Ê343039,Jalore,Jalore,Rajasthan,
Manaksar,Ê335065,Ganganagar,Ganganagar,Rajasthan,
Manana,Ê341540,Nagaur,Nagaur,Rajasthan,
Mandal,Ê311403,Bhilwara,Bhilwara,Rajasthan,
Mandalgarh,Ê311604,Bhilwara,Mandalgarh,Rajasthan,
Mandana,Ê325006,Kota,Kota,Rajasthan,
Mandar,Ê307513,Sirohi,Sirohi,Rajasthan,
Mandawa,Ê333704,JhunJhunu,Mandawa,Rajasthan,
Mandawa Bazar,Ê333704,JhunJhunu,Mandawa,Rajasthan,
Mandawala,Ê343042,Jalore,Jalore,Rajasthan,
Mandawar Alwar,Ê301407,Alwar,Alwar,Rajasthan,
Mandawar Bharatpur,Ê322235,Swaimadhopur,Swaimadhopur,Rajasthan,
Mandawari,Ê303504,Jaipur,Jaipur,Rajasthan,
Mandha Bhimsingh,Ê303339,Jaipur,Jaipur,Rajasthan,
Mandha Surera,Ê332742,Sikar,Sikar,Rajasthan,
Mandhan,Ê301704,Alwar,Alwar,Rajasthan,
Mandholi,Ê332741,Sikar,Sikar,Rajasthan,
Mandi,Ê325205,Kota,Kota,Rajasthan,
Mandi Khatikan,Ê302002,Jaipur,Jaipur,Rajasthan,
Mandi Sri Ganganagar,Ê335001,Ganganagar,Ganganagar,Rajasthan,
Mandore,Ê341304,Nagaur,Nagaur,Rajasthan,
Mandore Road,Ê342007,Jodhpur,Jodhpur,Rajasthan,
Mandrail,Ê322251,Swaimadhopur,Swaimadhopur,Rajasthan,
Mandrella,Ê333025,JhunJhunu,JhunJhunu,Rajasthan,
Mangalpura,Ê326001,Jhalawar,Jhalawar,Rajasthan,
Manglana,Ê341535,Nagaur,Nagaur,Rajasthan,
Mangliawas,Ê305203,Ajmer,Ajmer,Rajasthan,
Mangloona,Ê332044,Sikar,Sikar,Rajasthan,
Mangrol Chittorgarh,Ê312620,Baran,Baran,Rajasthan,
Mangrol Kota,Ê325215,Baran,Baran,Rajasthan,
Mangrop,Ê311028,Bhilwara,Bhilwara,Rajasthan,
Mania,Ê328024,Dholpur,Dholpur,Rajasthan,
Manohar Thana,Ê326037,Jhalawar,Manohar Thana,Rajasthan,
Manoharpur,Ê303104,Jaipur,Jaipur,Rajasthan,
Manpur Sikrai,Ê303509,Jaipur,Jaipur,Rajasthan,
Marena Bharatpur,Ê321027,Bharatpur,Bharatpur,Rajasthan,
Marena Dholpur,Ê328029,Dholpur,Dholpur,Rajasthan,
Marg,Ê332001,Sikar,Sikar,Rajasthan,
Maroth,Ê341507,Nagaur,Nagaur,Rajasthan,
Marwar Jn,Ê306001,Pali,Pali,Rajasthan,
Marwar Mundwa,Ê341026,Nagaur,Nagaur,Rajasthan,
Massuria,Ê342003,Jodhpur,Jodhpur,Rajasthan,
Masuda,Ê305623,Ajmer,Ajmer,Rajasthan,
Masuda Bus Stand,Ê305623,Ajmer,Ajmer,Rajasthan,
Matashya Industrial Area,Ê305623,Ajmer,Ajmer,Rajasthan,
Mathania,Ê342305,Jodhpur,Jodhpur,Rajasthan,
Mathugamda,Ê314013,Dungarpur,Dungarpur,Rajasthan,
Mathura Darwaza Bharatpur,Ê321001,Bharatpur,Bharatpur,Rajasthan,
Matili Rathan,Ê335043,Ganganagar,Ganganagar,Rajasthan,
Mau,Ê332735,Sikar,Sikar,Rajasthan,
Maujpur,Ê321633,Dausa,Dausa,Rajasthan,
Maulasar,Ê341506,Nagaur,Nagaur,Rajasthan,
Mavli Jn,Ê313203,Udaipur,Udaipur,Rajasthan,
Mayo Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Mehandwas,Ê304805,Tonk,Tonk,Rajasthan,
Mehar,Ê313613,Udaipur,Udaipur,Rajasthan,
Mehrauli,Ê332603,Sikar,Sikar,Rajasthan,
Mental Hospital,Ê302004,Jaipur,Jaipur,Rajasthan,
Merpur,Ê307038,Jalore,Jalore,Rajasthan,
Merta City,Ê341510,Nagaur,Merta City,Rajasthan,
Merta Kacheri,Ê341510,Nagaur,Merta City,Rajasthan,
Merta Road,Ê341511,Nagaur,Merta City,Rajasthan,
Merta Rs,Ê341510,Nagaur,Merta City,Rajasthan,
Mewanagar,Ê344025,Barmer,Barmer,Rajasthan,
Milakpur,Ê321304,Bharatpur,Bharatpur,Rajasthan,
Mindha,Ê303610,Nagaur,Nagaur,Rajasthan,
Mirshali Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Mirzapur,Ê322224,Swaimadhopur,Swaimadhopur,Rajasthan,
Mirzawala,Ê335038,Ganganagar,Ganganagar,Rajasthan,
Mithki,Ê341533,Nagaur,Nagaur,Rajasthan,
Modran,Ê343028,Jalore,Jalore,Rajasthan,
Mohannagar,Ê335706,Ganganagar,Ganganagar,Rajasthan,
Mohi,Ê313338,Udaipur,Udaipur,Rajasthan,
Mohta Chowk Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Mokala,Ê341544,Nagaur,Nagaur,Rajasthan,
Mokalsar,Ê343043,Barmer,Barmer,Rajasthan,
Momasar,Ê331801,Churu,Churu,Rajasthan,
Monda R S,Ê332711,Sikar,Sikar,Rajasthan,
Mor Ka Nimbahera,Ê311026,Bhilwara,Bhilwara,Rajasthan,
Morak,Ê326517,Kota,Kota,Rajasthan,
Moriza,Ê303805,Jaipur,Jaipur,Rajasthan,
Moti Chowk,Ê331403,Churu,Churu,Rajasthan,
Moti Dungri Road,Ê302004,Jaipur,Jaipur,Rajasthan,
Moti Katla Bazar,Ê302002,Jaipur,Jaipur,Rajasthan,
Mozamabad,Ê303009,Jaipur,Jaipur,Rajasthan,
Mss Hatundi Ajmer,Ê305008,Ajmer,Ajmer,Rajasthan,
Muk Lawa,Ê335039,Ganganagar,Ganganagar,Rajasthan,
Mukandgarh,Ê333705,JhunJhunu,Mukandgarh,Rajasthan,
Munabao,Ê344503,Barmer,Barmer,Rajasthan,
Mundara,Ê306705,Pali,Pali,Rajasthan,
Mundia Lalita,Ê321634,Alwar,Alwar,Rajasthan,
Mundri Mohalla Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Mundru,Ê332712,Sikar,Sikar,Rajasthan,
Mungthala,Ê307036,Jalore,Jalore,Rajasthan,
Nabipura,Ê332306,Sikar,Sikar,Rajasthan,
Nachna,Ê345028,Jaisalmer,Jaisalmer,Rajasthan,
Nadbai,Ê321602,Bharatpur,Nadbai,Rajasthan,
Nadbai Town,Ê321602,Bharatpur,Nadbai,Rajasthan,
Nadol,Ê306603,Pali,Pali,Rajasthan,
Nadoti,Ê322215,Karauli,Karauli,Rajasthan,
Nagaouriyon Ka Bas,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Nagar Bharatpur,Ê321205,Bharatpur,Bharatpur,Rajasthan,
Nagaur,Ê341001,Nagaur,Nagaur,Rajasthan,
Nagaur Banshiwala Temple,Ê341001,Nagaur,Nagaur,Rajasthan,
Nagaur City,Ê341001,Nagaur,Nagaur,Rajasthan,
Nagaur Loharpura,Ê341001,Nagaur,Nagaur,Rajasthan,
Nagaur Police Line,Ê341001,Nagaur,Nagaur,Rajasthan,
Nagauri Gate,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Naggi,Ê335074,Ganganagar,Ganganagar,Rajasthan,
Nagra Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Nai,Ê313031,Udaipur,Udaipur,Rajasthan,
Nai Line Gangashahar,Ê334401,Bikaner,Bikaner,Rajasthan,
Nainwan,Ê323801,Bundi,Bundi,Rajasthan,
Naka Madar Ajmer,Ê305007,Ajmer,Ajmer,Rajasthan,
Namana,Ê323022,Bundi,Bundi,Rajasthan,
Nana,Ê306504,Pali,Pali,Rajasthan,
Nand,Ê344014,Barmer,Barmer,Rajasthan,
Nandanwan,Ê342008,Jodhpur,Jodhpur,Rajasthan,
Nandeshma,Ê313708,Udaipur,Udaipur,Rajasthan,
Nandia,Ê307042,Jalore,Jalore,Rajasthan,
Nandia,Ê307042,Jalore,Jalore,Rajasthan,
Nandpuri,Ê302006,Jaipur,Jaipur,Rajasthan,
Nandrai,Ê311608,Bhilwara,Bhilwara,Rajasthan,
Nangal Bersi,Ê303307,Jaipur,Jaipur,Rajasthan,
Nangal Rajwatan,Ê303505,Jaipur,Jaipur,Rajasthan,
Nangal Rajwatan,Ê333042,JhunJhunu,JhunJhunu,Rajasthan,
Nanta,Ê325007,Kota,Kota,Rajasthan,
Napasar,Ê334201,Bikaner,Bikaner,Rajasthan,
Naraina,Ê303348,Jaipur,Jaipur,Rajasthan,
Narainpur,Ê301024,Alwar,Alwar,Rajasthan,
Narainpura,Ê341527,Nagaur,Nagaur,Rajasthan,
Narauli Dang,Ê322203,Swaimadhopur,Swaimadhopur,Rajasthan,
Nareheda,Ê303105,Jaipur,Jaipur,Rajasthan,
Narhar,Ê333035,JhunJhunu,JhunJhunu,Rajasthan,
Narharpur,Ê321418,Bharatpur,Bharatpur,Rajasthan,
Nasirabad,Ê305601,Ajmer,Nasirabad,Rajasthan,
Nasirabad,Ê305601,Ajmer,Nasirabad,Rajasthan,
Nasirabad Sadar Bazar,Ê305601,Ajmer,Nasirabad,Rajasthan,
Nasirda,Ê304507,Tonk,Tonk,Rajasthan,
Nasoli,Ê343034,Jalore,Jalore,Rajasthan,
Nathdwara,Ê313301,Rajsamand,Nathdwara,Rajasthan,
Nathdwara Chopati,Ê313301,Rajsamand,Rajsamand,Rajasthan,
Nathusar,Ê332731,Sikar,Sikar,Rajasthan,
Nawab Ka Bera,Ê305001,Ajmer,Ajmer,Rajasthan,
Nawalgarh,Ê333042,JhunJhunu,Nawalgarh,Rajasthan,
Nawalgarh Bazar,Ê333042,JhunJhunu,Nawalgarh,Rajasthan,
Naya Bas Sujangarh,Ê331507,Churu,Churu,Rajasthan,
Naya Bazar Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Naya Parasrampura,Ê333309,JhunJhunu,JhunJhunu,Rajasthan,
Naya Sarafa Bazar,Ê313001,Udaipur,Udaipur,Rajasthan,
Nayagaon Khalsa,Ê321419,Bharatpur,Bharatpur,Rajasthan,
Nayama Bazar,Ê332311,Sikar,Sikar,Rajasthan,
Nayapura,Ê324001,Kota,Kota,Rajasthan,
Nechwa,Ê332026,Sikar,Sikar,Rajasthan,
Neemran,Ê301705,Alwar,Alwar,Rajasthan,
Nehru Park Khandela,Ê332709,Sikar,Sikar,Rajasthan,
New Bus Stand Dholpur,Ê328001,Dholpur,Dholpur,Rajasthan,
New Central Revenue Bldg,Ê302005,Jaipur,Jaipur,Rajasthan,
New Colony Bundi,Ê323001,Bundi,Bundi,Rajasthan,
New Grain Mandi,Ê324006,Kota,Kota,Rajasthan,
New Mandi Bharatpur,Ê321001,Bharatpur,Bharatpur,Rajasthan,
New Railway Colony,Ê324002,Kota,Kota,Rajasthan,
Newai,Ê304021,Tonk,Tonk,Rajasthan,
Newai R S,Ê304020,Tonk,Tonk,Rajasthan,
Nikumbh,Ê312603,Chittorgarh,Chittorgarh,Rajasthan,
Nim Ka Thana,Ê332713,Sikar,Sikar,Rajasthan,
Nim Ka Thana Bazar,Ê332713,Sikar,Sikar,Rajasthan,
Nim Ka Thana Town,Ê332713,Sikar,Sikar,Rajasthan,
Nimaj,Ê306303,Pali,Pali,Rajasthan,
Nimbahera,Ê312601,Chittorgarh,Nimbahera,Rajasthan,
Nimbahera R S,Ê312601,Chittorgarh,Nimbahera,Rajasthan,
Nimbi Jodhan,Ê341316,Nagaur,Nagaur,Rajasthan,
Nimod,Ê341526,Nagaur,Nagaur,Rajasthan,
Nithar,Ê321414,Bharatpur,Bharatpur,Rajasthan,
Nizampura,Ê335040,Ganganagar,Ganganagar,Rajasthan,
Nohar,Ê335523,Hanumangarh,Nohar,Rajasthan,
Nohar Bazar,Ê335523,Hanumangarh,Hanumangarh,Rajasthan,
Nokh,Ê342310,Jodhpur,Jodhpur,Rajasthan,
Nokha,Ê334803,Bikaner,Nokha,Rajasthan,
Nowgaon,Ê301025,Alwar,Alwar,Rajasthan,
Nua,Ê333041,JhunJhunu,JhunJhunu,Rajasthan,
Obri,Ê314401,Dungarpur,Dungarpur,Rajasthan,
Ojtu,Ê333040,JhunJhunu,JhunJhunu,Rajasthan,
Osian,Ê342303,Jodhpur,Jodhpur,Rajasthan,
P I P Kota,Ê324005,Kota,Kota,Rajasthan,
P M Gs Office,Ê302001,Jaipur,Jaipur,Rajasthan,
P W D Office,Ê302006,Jaipur,Jaipur,Rajasthan,
Pabu Bari Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Pachar,Ê332729,Sikar,Sikar,Rajasthan,
Pacheri Badi,Ê333515,JhunJhunu,JhunJhunu,Rajasthan,
Pachewar,Ê304509,Tonk,Tonk,Rajasthan,
Pachgaon,Ê328030,Dholpur,Dholpur,Rajasthan,
Pachlangi,Ê333310,JhunJhunu,JhunJhunu,Rajasthan,
Pachpadra City,Ê344032,Barmer,Barmer,Rajasthan,
Pachpahar,Ê326512,Jhalawar,Jhalawar,Rajasthan,
Padampur,Ê335041,Ganganagar,Padampur,Rajasthan,
Padiv,Ê307033,Jalore,Jalore,Rajasthan,
Padru,Ê344801,Barmer,Barmer,Rajasthan,
Padu Kallan,Ê341031,Nagaur,Nagaur,Rajasthan,
Padu Khurd,Ê341035,Nagaur,Nagaur,Rajasthan,
Padwa,Ê314024,Dungarpur,Dungarpur,Rajasthan,
Paharganj,Ê302003,Jaipur,Jaipur,Rajasthan,
Pahari,Ê321204,Bharatpur,Bharatpur,Rajasthan,
Paharsar,Ê321636,Alwar,Alwar,Rajasthan,
Pahuna,Ê312206,Chittorgarh,Chittorgarh,Rajasthan,
Pal Beesla Ajmer,Ê305007,Ajmer,Ajmer,Rajasthan,
Palace Road,Ê313001,Udaipur,Udaipur,Rajasthan,
Palana,Ê334404,Bikaner,Bikaner,Rajasthan,
Palana Khurd,Ê313204,Udaipur,Udaipur,Rajasthan,
Palanipet,Ê341002,Nagaur,Nagaur,Rajasthan,
Paldewal,Ê314011,Dungarpur,Dungarpur,Rajasthan,
Pali,Ê306401,Pali,Pali,Rajasthan,
Pali City,Ê306401,Pali,Pali,Rajasthan,
Pali Cloth Market,Ê306401,Pali,Pali,Rajasthan,
Pali Durgadas Nagar,Ê306401,Pali,Pali,Rajasthan,
Pali Industrial Estate,Ê306401,Pali,Pali,Rajasthan,
Pali Kachery,Ê306401,Pali,Pali,Rajasthan,
Pali Mahavir,Ê306401,Pali,Pali,Rajasthan,
Pali Mandia Road,Ê306401,Pali,Pali,Rajasthan,
Pali Railway Station,Ê306401,Pali,Pali,Rajasthan,
Pali Surajpole,Ê306401,Pali,Pali,Rajasthan,
Paloda,Ê327028,Banswara,Banswara,Rajasthan,
Palri,Ê307043,Sirohi,Sirohi,Rajasthan,
Palsana,Ê332402,Sikar,Sikar,Rajasthan,
Paltangate Kuchaman,Ê341508,Nagaur,Nagaur,Rajasthan,
Panchu,Ê334804,Bikaner,Bikaner,Rajasthan,
Panchwa,Ê341528,Nagaur,Nagaur,Rajasthan,
Panchwati,Ê313001,Udaipur,Udaipur,Rajasthan,
Pander,Ê305410,Bhilwara,Bhilwara,Rajasthan,
Panditanwalii,Ê335806,Ganganagar,Ganganagar,Rajasthan,
Panwalia,Ê304510,Tonk,Tonk,Rajasthan,
Panwar Jhalawar,Ê326041,Jhalawar,Jhalawar,Rajasthan,
Panwar Tonk,Ê304803,Tonk,Tonk,Rajasthan,
Paota Bharatpur,Ê321612,Swaimadhopur,Swaimadhopur,Rajasthan,
Paota Jaipur,Ê303106,Jaipur,Jaipur,Rajasthan,
Paparda,Ê303506,Jaipur,Jaipur,Rajasthan,
Paprera,Ê321637,Alwar,Alwar,Rajasthan,
Papurana,Ê333037,JhunJhunu,JhunJhunu,Rajasthan,
Parao Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Parasrampura,Ê333308,JhunJhunu,JhunJhunu,Rajasthan,
Parbatsar,Ê341512,Nagaur,Parbatsar,Rajasthan,
Pargatsar K C,Ê341512,Nagaur,Nagaur,Rajasthan,
Parihara,Ê331505,Churu,Churu,Rajasthan,
Parivahan Marg,Ê302001,Jaipur,Jaipur,Rajasthan,
Parlu,Ê344027,Barmer,Barmer,Rajasthan,
Paroli,Ê305413,Bhilwara,Bhilwara,Rajasthan,
Parsad,Ê313801,Udaipur,Udaipur,Rajasthan,
Parsola,Ê313611,Udaipur,Udaipur,Rajasthan,
Partapnagar,Ê342004,Jodhpur,Jodhpur,Rajasthan,
Partapur Alwar,Ê301710,Alwar,Alwar,Rajasthan,
Partapur Banswara,Ê327024,Banswara,Banswara,Rajasthan,
Patan,Ê332718,Sikar,Sikar,Rajasthan,
Patanpole Kota,Ê324006,Kota,Kota,Rajasthan,
Patel Chowk Sadulpur,Ê331023,Churu,Churu,Rajasthan,
Pathena,Ê321615,Bharatpur,Bharatpur,Rajasthan,
Patoda,Ê332312,Sikar,Sikar,Rajasthan,
Patodi,Ê344038,Barmer,Barmer,Rajasthan,
Peelwa Jodhpur,Ê342309,Jodhpur,Jodhpur,Rajasthan,
Peelwa Nagaur,Ê341532,Nagaur,Nagaur,Rajasthan,
Peeplu,Ê304801,Tonk,Tonk,Rajasthan,
Peeth,Ê314406,Dungarpur,Dungarpur,Rajasthan,
Penghore,Ê321202,Bharatpur,Bharatpur,Rajasthan,
Phagalwa,Ê332041,Sikar,Sikar,Rajasthan,
Phagi,Ê303005,Jaipur,Jaipur,Rajasthan,
Phalasia,Ê313701,Udaipur,Udaipur,Rajasthan,
Phalera,Ê303338,Jaipur,Jaipur,Rajasthan,
Phalera Bazar,Ê303338,Jaipur,Jaipur,Rajasthan,
Phalera Rly Colony,Ê303338,Jaipur,Jaipur,Rajasthan,
Phalodi,Ê342301,Jodhpur,Phalodi,Rajasthan,
Phalodi Naya Bazar,Ê342301,Jodhpur,Phalodi,Rajasthan,
Phalodi Quarry,Ê322026,Swaimadhopur,Phalodi,Rajasthan,
Phalodi Sadar Bazar,Ê342301,Jodhpur,Phalodi,Rajasthan,
Phalsund,Ê345025,Jaisalmer,Jaisalmer,Rajasthan,
Phephana,Ê335527,Ganganagar,Ganganagar,Rajasthan,
Phoota Kot Karauli,Ê322241,Swaimadhopur,Swaimadhopur,Rajasthan,
Phulia Kalan,Ê311407,Bhilwara,Bhilwara,Rajasthan,
Pi Indraprakash,Ê324005,Kota,Kota,Rajasthan,
Pichuna,Ê321301,Bharatpur,Bharatpur,Rajasthan,
Pilani,Ê333031,JhunJhunu,Pilani,Rajasthan,
Pilibanga,Ê335803,Ganganagar,Pilibanga,Rajasthan,
Piloda,Ê322205,Swaimadhopur,Swaimadhopur,Rajasthan,
Pinan,Ê301423,Alwar,Alwar,Rajasthan,
Pindwara,Ê307022,Sirohi,Pindwara,Rajasthan,
Pinghera,Ê321030,Bharatpur,Bharatpur,Rajasthan,
Pip Vigyan Nagar,Ê324005,Kota,Kota,Rajasthan,
Pipalda,Ê325008,Baran,Baran,Rajasthan,
Pipalkhunt,Ê327029,Banswara,Banswara,Rajasthan,
Pipar,Ê342601,Jodhpur,Jodhpur,Rajasthan,
Pipar Chopata Bazar,Ê342601,Jodhpur,Jodhpur,Rajasthan,
Pipar Road,Ê342606,Jodhpur,Jodhpur,Rajasthan,
Piplai,Ê322214,Sikar,Sikar,Rajasthan,
Piplia Kalan,Ê306307,Pali,Pali,Rajasthan,
Piplund,Ê305411,Bhilwara,Bhilwara,Rajasthan,
Piprali,Ê332027,Sikar,Sikar,Rajasthan,
Pipron,Ê328040,Dholpur,Dholpur,Rajasthan,
Pirawa,Ê326034,Jhalawar,Pirawa,Rajasthan,
Pisangan,Ê305204,Ajmer,Ajmer,Rajasthan,
Pokaran,Ê345021,Jaisalmer,Pokaran,Rajasthan,
Pokaran City,Ê345021,Jaisalmer,Jaisalmer,Rajasthan,
Pokaran R S,Ê345021,Jaisalmer,Jaisalmer,Rajasthan,
Police Line Ajmer,Ê305006,Ajmer,Ajmer,Rajasthan,
Ponkh,Ê333053,JhunJhunu,JhunJhunu,Rajasthan,
Posalia,Ê307028,Sirohi,Sirohi,Rajasthan,
Postal Stamps Depot,Ê302006,Jaipur,Jaipur,Rajasthan,
Potlan,Ê311810,Bhilwara,Bhilwara,Rajasthan,
Power House Ratangarh,Ê331022,Churu,Churu,Rajasthan,
Pragpura,Ê303107,Jaipur,Jaipur,Rajasthan,
Pratabgarh,Ê312605,Chittorgarh,Chittorgarh,Rajasthan,
Pratabgarh Alwar,Ê301027,Alwar,Alwar,Rajasthan,
Pratabgarh Kacheri,Ê312605,Chittorgarh,Chittorgarh,Rajasthan,
Pratabgarh Surajpole,Ê312605,Chittorgarh,Chittorgarh,Rajasthan,
Pratapnagar,Ê313001,Udaipur,Udaipur,Rajasthan,
Pritampuri,Ê332745,Sikar,Sikar,Rajasthan,
Pulasar,Ê331402,Churu,Churu,Rajasthan,
Punali,Ê314028,Dungarpur,Dungarpur,Rajasthan,
Punjpur,Ê314038,Dungarpur,Dungarpur,Rajasthan,
Pur,Ê311802,Bhilwara,Bhilwara,Rajasthan,
Puranabas,Ê332732,Sikar,Sikar,Rajasthan,
Purani Abadi Sri,Ê335001,Ganganagar,Ganganagar,Rajasthan,
Purani Basti,Ê302001,Jaipur,Jaipur,Rajasthan,
Purani Chhawni,Ê332732,Sikar,Sikar,Rajasthan,
Purani Deeg,Ê321203,Bharatpur,Bharatpur,Rajasthan,
Purani Mandi Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Purani Tonk,Ê304001,Tonk,Tonk,Rajasthan,
Pushkar,Ê305022,Ajmer,Pushkar,Rajasthan,
R A C Jaipur,Ê302003,Jaipur,Jaipur,Rajasthan,
R C P Colony,Ê332034,Sikar,Sikar,Rajasthan,
R C P Colony,Ê335804,Ganganagar,Ganganagar,Rajasthan,
R D S Bureau,Ê302001,Jaipur,Jaipur,Rajasthan,
R P S C Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Rabupura,Ê303209,Jaipur,Jaipur,Rajasthan,
Raghunathgarh,Ê332034,Sikar,Sikar,Rajasthan,
Railagaon,Ê311024,Bhilwara,Bhilwara,Rajasthan,
Railmagra,Ê313329,Udaipur,Udaipur,Rajasthan,
Railway Office,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Railway Station,Ê313001,Udaipur,Udaipur,Rajasthan,
Railway Workshop,Ê342001,Jodhpur,Jodhpur,Rajasthan,
Railway Workshop Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Raipur Bhilwara,Ê311803,Bhilwara,Bhilwara,Rajasthan,
Raipur Jhalawar,Ê326036,Jhalawar,Jhalawar,Rajasthan,
Raipur Marwar,Ê306304,Pali,Pali,Rajasthan,
Raipur Sawai Madhopur,Ê322223,Swaimadhopur,Swaimadhopur,Rajasthan,
Raisinghangar City,Ê335051,Ganganagar,Raisinghnagar,Rajasthan,
Raisinghnagar,Ê335051,Ganganagar,Raisinghnagar,Rajasthan,
Raj Bhawan,Ê302006,Jaipur,Jaipur,Rajasthan,
Raj Education Board Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Raja Park Colony,Ê302004,Jaipur,Jaipur,Rajasthan,
Rajagarh Macheri Chowk,Ê301408,Alwar,Alwar,Rajasthan,
Rajaji Ka Karera,Ê311804,Bhilwara,Bhilwara,Rajasthan,
Rajakhera,Ê328025,Dholpur,Rajakhera,Rajasthan,
Rajakhera Bus Stand,Ê328025,Dholpur,Rajakhera,Rajasthan,
Rajakhera Town,Ê328025,Dholpur,Rajakhera,Rajasthan,
Rajaldesar,Ê331802,Churu,Rajaldesar,Rajasthan,
Rajaldesar Bazar,Ê331802,Churu,Rajaldesar,Rajasthan,
Rajasthan Police Academy,Ê302016,Jaipur,Jaipur,Rajasthan,
Rajasthan State Hotel,Ê302001,Jaipur,Jaipur,Rajasthan,
Rajasthan University,Ê302004,Jaipur,Jaipur,Rajasthan,
Rajgarh Ajmer,Ê305205,Ajmer,Ajmer,Rajasthan,
Rajgarh Alwar,Ê301408,Alwar,Alwar,Rajasthan,
Rajgarh R S,Ê301408,Alwar,Alwar,Rajasthan,
Rajiasar,Ê335807,Ganganagar,Ganganagar,Rajasthan,
Rajiawas,Ê305925,Ajmer,Ajmer,Rajasthan,
Rajmahal,Ê304807,Tonk,Tonk,Rajasthan,
Rajnota,Ê303110,Jaipur,Jaipur,Rajasthan,
Rajod,Ê341033,Nagaur,Nagaur,Rajasthan,
Rajpur,Ê301420,Alwar,Alwar,Rajasthan,
Rajsamand,Ê313326,Udaipur,Udaipur,Rajasthan,
Ralaota Ajmer,Ê305817,Ajmer,Ajmer,Rajasthan,
Ralawats Sikar,Ê332734,Sikar,Sikar,Rajasthan,
Rambagh Palace,Ê302005,Jaipur,Jaipur,Rajasthan,
Ramdeora,Ê345023,Jaisalmer,Jaisalmer,Rajasthan,
Ramganj Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Ramganj Bazar,Ê302003,Jaipur,Jaipur,Rajasthan,
Ramganj Mandi,Ê326519,Kota,Ramganj Mandi,Rajasthan,
Ramgarh Alwar,Ê301026,Alwar,Alwar,Rajasthan,
Ramgarh Bazar,Ê331024,Sikar,Sikar,Rajasthan,
Ramgarh Bus Stand,Ê301026,Alwar,Alwar,Rajasthan,
Ramgarh Pachwara,Ê303510,Jaipur,Jaipur,Rajasthan,
Ramgarh Sikar,Ê331024,Sikar,Sikar,Rajasthan,
Ramgnj Mandi Bazar,Ê326519,Kota,Kota,Rajasthan,
Ramgrh Dungarpur,Ê314034,Dungarpur,Dungarpur,Rajasthan,
Ramgrh Jaisalmer,Ê345022,Jaisalmer,Jaisalmer,Rajasthan,
Ramnagar Ajmer,Ê305001,Ajmer,Ajmer,Rajasthan,
Ramniya,Ê343047,Jalore,Jalore,Rajasthan,
Rampur,Ê301418,Alwar,Alwar,Rajasthan,
Rampura Beri,Ê331301,Churu,Churu,Rajasthan,
Rampura Roopa,Ê302015,Jaipur,Jaipur,Rajasthan,
Ramsar Ajmer,Ê305402,Ajmer,Ajmer,Rajasthan,
Ramsar Barmer,Ê344502,Barmer,Barmer,Rajasthan,
Ramsen,Ê307803,Jalore,Jalore,Rajasthan,
Ramsinghji Ka Guda,Ê306028,Pali,Pali,Rajasthan,
Ramsinghpur,Ê335703,Ganganagar,Ganganagar,Rajasthan,
Ranakpur,Ê306709,Pali,Pali,Rajasthan,
Ranawas,Ê306023,Pali,Pali,Rajasthan,
Rani,Ê306115,Pali,Rani,Rajasthan,
Rani Bazar Bikaner,Ê334001,Bikaner,Bikaner,Rajasthan,
Rani Gaon,Ê344012,Barmer,Barmer,Rajasthan,
